category_id,category,description,category_type,category_gif,enabled_p,parent_only_p,aux_int1,aux_int2,aux_string1,aux_string2,sort_order,visible_tcl
88305,NTT Data Enhancements,NTT Data Enhancements,Business Goal,category,t,f,,,,,0,
54974,Test,,Business Goal,category,t,f,,,,,0,
88420,separate report server,separate report server - converting SQL stored proc to postgres,Business Goal,category,t,f,,,,,0,
88421,Creating dashboard for data ,Creating dashboard for data collected at central server,Business Goal,category,t,f,,,,,0,
88423,Future Product Lines,Future Product Lines,Business Goal,category,t,f,,,,,0,
88389,Interoperability:,"Interoperability: External Communication Platform (API, CD, Automation, Downloads, etc.)",Business Goal,category,t,f,,,,,0,
88304,MHP Monthly Financial Deck,MHP Monthly Financial Deck,Business Goal,category,t,f,,,,,0,
88390,Smart Work Queues,Smart Work Queues,Business Goal,category,t,f,,,,,0,
88391,Unique Dashboards for every member,Unique Dashboards for every member,Business Goal,category,t,f,,,,,0,
88392,Unified Communication Platform (OTC),Unified Communication Platform (OTC),Business Goal,category,t,f,,,,,0,
88419,Office administration,Office administration,Business Goal,category,t,f,,,,,0,
88347,99.99 Uptime,99.99 Uptime,Business Goal,category,t,f,,,,,0,
88348,Account Setup,Account Setup,Business Goal,category,t,f,,,,,0,
88350,Cloud,Cloud,Business Goal,category,t,f,,,,,0,
88351,Cloud Migration,Cloud Migration,Business Goal,category,t,f,,,,,0,
88368,Nuance,Nuance,Business Goal,category,t,f,,,,,0,
88369,Patient Portal,Patient Portal,Business Goal,category,t,f,,,,,0,
88372,PMO office Setup,PMO office Setup,Business Goal,category,t,f,,,,,0,
88375,Single Platform for Collaboration,Single Platform for Collaboration,Business Goal,category,t,f,,,,,0,
88384,Compliance in OTC,Compliance in OTC,Business Goal,category,t,f,,,,,0,
88385,Few Clicks,Few Clicks,Business Goal,category,t,f,,,,,0,
88386,Finalize Tech Stack,Finalize Tech Stack,Business Goal,category,t,f,,,,,0,
88387,Forms Builder,Forms Builder,Business Goal,category,t,f,,,,,0,
88393,User Experience,User Experience,Business Goal,category,t,f,,,,,0,
88349,Analytics,Analytics,Business Goal,category,t,f,,,,,0,
88352,Cloud Performance,Cloud Performance,Business Goal,category,t,f,,,,,0,
88353,Compilance and Regulation,Compilance and Regulation,Business Goal,category,t,f,,,,,0,
88354,Cost Reduction,Cost Reduction,Business Goal,category,t,f,,,,,0,
88355,CQM,CQM,Business Goal,category,t,f,,,,,0,
88356,Customer Prospect,Customer Prospect,Business Goal,category,t,f,,,,,0,
88357,Customer Support,Customer Support,Business Goal,category,t,f,,,,,0,
88358,Data Export,Data Export,Business Goal,category,t,f,,,,,0,
88359,Device Interface,Device Interface,Business Goal,category,t,f,,,,,0,
88360,DMS issue on Kozmary,DMS issue on Kozmary,Business Goal,category,t,f,,,,,0,
88361,Grey Screen Issue in Win10,Grey Screen Issue in Win10,Business Goal,category,t,f,,,,,0,
10046358,TRIARQ,,checklist_emr,category,t,f,,,,,0,
10046356,checklist_emr,EMR Checklist,checklist_emr,category,f,f,,,,,0,
10046359,Items,,checklist_emr,category,t,f,,,,,0,
10046360,Office Manager,,checklist_emr,category,t,f,,,,,0,
10046361,Provider,,checklist_emr,category,t,f,,,,,0,
10046362,Medical Assistant,,checklist_emr,category,t,f,,,,,0,
10046363,Front end Staff,,checklist_emr,category,t,f,,,,,0,
10046357,Practice,,checklist_emr,category,t,f,,,,,0,
10046372,P&P,,checklist_pm,category,t,f,,,,,0,
10046371,Front end Staff,,checklist_pm,category,t,f,,,,,0,
10046364,checklist_pm,Checklist for PM,checklist_pm,category,f,f,,,,,0,
10046376,Trainer,,checklist_pm,category,t,f,,,,,0,
10046369,Provider,,checklist_pm,category,t,f,,,,,0,
10046370,Medical Assistant,,checklist_pm,category,t,f,,,,,0,
10046375,Practice Responsible,,checklist_pm,category,t,f,,,,,0,
10046368,Office Manager,,checklist_pm,category,t,f,,,,,0,
10046367,Items,,checklist_pm,category,t,f,,,,,0,
10046366,TRIARQ,,checklist_pm,category,t,f,,,,,0,
10046365,Practice,,checklist_pm,category,t,f,,,,,0,
10046374,RCM,,checklist_pm,category,t,f,,,,,0,
10046373,Practice Facing,,checklist_pm,category,t,f,,,,,0,
88333,Customer Satisfaction,Customer Satisfaction,Initiative,category,t,f,,,,,0,
88328,Cloud,Cloud,Initiative,category,t,f,,,,,0,
88329,Compliance,Compliance,Initiative,category,t,f,,,,,0,
88333,Customer Satisfaction,Customer Satisfaction,Initiative,category,t,f,,,,,0,
88328,Cloud,Cloud,Initiative,category,t,f,,,,,0,
88329,Compliance,Compliance,Initiative,category,t,f,,,,,0,
88330,Cost ,Cost ,Initiative,category,t,f,,,,,0,
88334,Interface,Interface,Initiative,category,t,f,,,,,0,
88335,MACRA MIPS ,MACRA MIPS ,Initiative,category,t,f,,,,,0,
88411,India Accounts,India Accounts,Initiative,category,t,f,,,,,0,
88412,Finance,Finance,Initiative,category,t,f,,,,,0,
88339,Performance and Efficiency Management,Performance and Efficiency Management,Initiative,category,t,f,,,,,0,
88338,Patient Portal,Patient Portal,Initiative,category,t,f,,,,,0,
88317,BPCI advanced Program,BPCI advanced Program,Initiative,category,t,f,,,,,0,
88340,Replace TS Print,Replace TS Print,Initiative,category,t,f,,,,,0,
88337,Operations,Operations,Initiative,category,t,f,,,,,0,
88316,RCM,RCM,Initiative,category,t,f,,,,,0,
88413,HR & Admin,HR & Admin,Initiative,category,t,f,,,,,0,
88331,CRM Dynamics,CRM Dynamics,Initiative,category,t,f,,,,,0,
88342,Surescripts Compliance,Surescripts Compliance,Initiative,category,t,f,,,,,0,
88336,MyQOne,MyQOne,Initiative,category,t,f,,,,,0,
88414,US Accounts,US Accounts,Initiative,category,t,f,,,,,0,
88332,Customer Support,Customer Support,Initiative,category,t,f,,,,,0,
88325,Account Setup,Account Setup,Initiative,category,t,f,,,,,0,
88326,BDO Audit,BDO Audit,Initiative,category,t,f,,,,,0,
16002,Deleted,,Intranet Absence Status,category,t,f,,,,,0,
16004,Requested,,Intranet Absence Status,category,t,f,,,,,0,
16006,Rejected,,Intranet Absence Status,category,t,f,,,,,0,
16000,Active,,Intranet Absence Status,category,t,f,,,,,0,
5000,Vacation,,Intranet Absence Type,category,t,f,,,,,5000,
5002,Sick,,Intranet Absence Type,category,t,f,,,,,5002,
5005,Bank Holiday,,Intranet Absence Type,category,t,f,,,,CCCCC9,0,
5004,Training,,Intranet Absence Type,category,t,f,,,,,0,
5001,Personal,,Intranet Absence Type,category,t,f,,,,,5001,
5007,Reduction in Working Hours,,Intranet Absence Type,category,t,f,,,,,0,
5003,Travel,,Intranet Absence Type,category,t,f,,,,,5003,
5006,Overtime,,Intranet Absence Type,category,t,f,,,,,0,
88210,To Do,,Intranet Agile Kanban States,category,t,f,,,,,10,
88250,Development,,Intranet Agile Kanban States,category,t,f,,,,,50,
88280,Testing,,Intranet Agile Kanban States,category,t,f,,,,,80,
88290,Done,,Intranet Agile Kanban States,category,t,f,,,,,90,
88220,Analysis,,Intranet Agile Kanban States,category,t,f,,,,,20,
88110,To Do,,Intranet Agile SCRUM States,category,t,f,,,,,10,
88170,Testing,,Intranet Agile SCRUM States,category,t,f,,,,,70,
88190,Done,,Intranet Agile SCRUM States,category,t,f,,,,,90,
88120,In Progress,,Intranet Agile SCRUM States,category,t,f,,,,,20,
88180,Review,,Intranet Agile SCRUM States,category,t,f,,,,,80,
225,> EUR 100k,,Intranet Annual Revenue,category,t,f,,,,,225,
224,EUR 1-10k,,Intranet Annual Revenue,category,t,f,,,,,224,
226,Pre-revenue,,Intranet Annual Revenue,category,t,f,,,,,226,
223,EUR 0-1k,,Intranet Annual Revenue,category,t,f,,,,,223,
222,EUR 10-100k,,Intranet Annual Revenue,category,t,f,,,,,222,
71004,Requested,,Intranet Baseline Status,category,t,f,,,,,0,
71000,Active,,Intranet Baseline Status,category,t,f,,,,,0,
71002,Deleted,,Intranet Baseline Status,category,t,f,,,,,0,
71006,Rejected,,Intranet Baseline Status,category,t,f,,,,,0,
71140,Project Start,,Intranet Baseline Type,category,t,f,,,,,0,
71130,Detailed Planning,,Intranet Baseline Type,category,t,f,,,,,0,
71120,Budget Approved,,Intranet Baseline Type,category,t,f,,,,,0,
71110,Project Proposal,,Intranet Baseline Type,category,t,f,,,,,0,
71170,Customer Delivery,,Intranet Baseline Type,category,t,f,,,,,0,
71190,Project Wrapup,,Intranet Baseline Type,category,t,f,,,,,0,
71150,Project Revision,,Intranet Baseline Type,category,t,f,,,,,0,
1308,Be Informed,Be Informed,Intranet Biz Object Role,trainer,t,f,,,Be Infomed,,1308,
1307,Consultant,Consultant,Intranet Biz Object Role,consultant,t,f,,,Consultant,,1307,
1301,Project Manager,Project Manager,Intranet Biz Object Role,project-manager,t,f,,,Project Manager,,1301,
1300,Full Member,Full Member,Intranet Biz Object Role,member,t,f,,,Full Member,,1300,
1304,Practice Staff,Practice Staff,Intranet Biz Object Role,practice-staff,t,f,,,Practice Staff,,1304,
1305,Generic Association,Generic Association,Intranet Biz Object Role,member,t,f,,,Generic Association,,1305,
1302,Key Account,Key Account Manager,Intranet Biz Object Role,key-account,t,f,,,Key Account Manager,,1302,
1306,Mail Association,Related Mail,Intranet Biz Object Role,member,t,f,,,Related Mail,,1306,
1303,Practice Chambion,Practice Chambion,Intranet Biz Object Role,practice-chambion,t,f,,,Practice Chambion,,1303,
48,Inactive,,Intranet Company Status,category,t,f,,,,,48,
41,Potential,,Intranet Company Status,category,t,f,,,,,41,
42,Inquiries,,Intranet Company Status,category,t,f,,,,,42,
49,Deleted,,Intranet Company Status,category,t,f,,,,,49,
44,Quoting,,Intranet Company Status,category,t,f,,,,,44,
47,Declined,,Intranet Company Status,category,t,f,,,,,47,
46,Active,,Intranet Company Status,category,t,f,,,,,46,
45,Quote out,,Intranet Company Status,category,t,f,,,,,45,
43,Qualifying,,Intranet Company Status,category,t,f,,,,,43,
40,Active or Potential,,Intranet Company Status,category,t,f,,,,,40,
51,Unknown,,Intranet Company Type,category,t,f,,,,,51,
53,Internal,       #  #        #  #       ,Intranet Company Type,category,t,f,,,       #  #        #  #       ,,53,
57,Customer,       #  #       ,Intranet Company Type,category,t,f,,,       #  #       ,,57,
10245,IT Consultancy,       #  #        #  #       ,Intranet Company Type,category,t,f,,,       #  #        #  #       ,,10245,
59,Office Equipment Provider,,Intranet Company Type,category,t,f,,,,,59,
10244,Law Company,      ,Intranet Company Type,category,t,f,,,      ,,10244,
55,Software Company,       #  #       ,Intranet Company Type,category,t,f,,,       #  #       ,,55,
54,MLV Translation Agency Company,      ,Intranet Company Type,category,t,f,,,      ,,54,
56,Provider,,Intranet Company Type,category,t,f,,,,,56,
58,Freelance Provider,,Intranet Company Type,category,t,f,,,,,58,
10246,CustOrIntl,       #  #        #  #       ,Intranet Company Type,category,t,t,,,       #  #        #  #       ,,10246,
52,Other,,Intranet Company Type,category,t,f,,,,,52,
11700,Active,,Intranet Conf Item Status,category,t,f,,,,,0,
11702,Preactive,,Intranet Conf Item Status,category,t,f,,,,,0,
11718,Zombie,,Intranet Conf Item Status,category,t,f,,,,,0,
11720,Inactive,,Intranet Conf Item Status,category,t,f,,,,,0,
11716,Archived,,Intranet Conf Item Status,category,t,f,,,,,0,
23009,VMware-Server,,Intranet Conf Item Type,category,t,f,,,,,0,
23007,Windows-Server,,Intranet Conf Item Type,category,t,f,,,,,0,
11808,Specs,,Intranet Conf Item Type,category,t,f,,,,,0,
11906,Computer Drive,,Intranet Conf Item Type,category,t,f,,,,,0,
12202,Subnet,,Intranet Conf Item Type,category,t,f,,,,,0,
12200,Netmap,,Intranet Conf Item Type,category,t,f,,,,,0,
11856,Server,,Intranet Conf Item Type,category,t,f,,,,,0,
12000,Software Component,,Intranet Conf Item Type,category,t,f,,,,,0,
12002,Computer Software Package,,Intranet Conf Item Type,category,t,f,,,,,0,
23003,Generic-Router,,Intranet Conf Item Type,category,t,f,,,,,0,
23001,Linux-Server,,Intranet Conf Item Type,category,t,f,,,,,0,
12006,Software Application,,Intranet Conf Item Type,category,t,f,,,,,0,
12008,Project Open Package,,Intranet Conf Item Type,category,t,f,,,,,0,
12100,Network Router,,Intranet Conf Item Type,category,t,f,,,,,0,
12102,Network Switch,,Intranet Conf Item Type,category,t,f,,,,,0,
12304,Postfix Process,,Intranet Conf Item Type,category,t,f,,,,,0,
12400,CVS Repository,,Intranet Conf Item Type,category,t,f,,,,,0,
11900,Hardware Component,,Intranet Conf Item Type,category,t,f,,,,,0,
11902,Computer Bios,,Intranet Conf Item Type,category,t,f,,,,,0,
11904,Computer Controller,,Intranet Conf Item Type,category,t,f,,,,,0,
11984,Host Screen,,Intranet Conf Item Type,category,t,f,,,,,0,
11980,Host Table,,Intranet Conf Item Type,category,t,f,,,,,0,
12300,Project Open Process,,Intranet Conf Item Type,category,t,f,,,,,0,
12302,PostgreSQL Process,,Intranet Conf Item Type,category,t,f,,,,,0,
11908,Computer File,,Intranet Conf Item Type,category,t,f,,,,,0,
11910,Computer Input Device,,Intranet Conf Item Type,category,t,f,,,,,0,
11926,Computer Slot,,Intranet Conf Item Type,category,t,f,,,,,0,
11982,Host Program,,Intranet Conf Item Type,category,t,f,,,,,0,
11924,Computer Printer Driver,,Intranet Conf Item Type,category,t,f,,,,,0,
11854,Laptop,,Intranet Conf Item Type,category,t,f,,,,,0,
11922,Computer Port,,Intranet Conf Item Type,category,t,f,,,,,0,
11920,Computer Network Device,,Intranet Conf Item Type,category,t,f,,,,,0,
11918,Computer Monitor,,Intranet Conf Item Type,category,t,f,,,,,0,
11914,Computer Memory,,Intranet Conf Item Type,category,t,f,,,,,0,
11916,Computer Modem,,Intranet Conf Item Type,category,t,f,,,,,0,
11928,Computer Sound Device,,Intranet Conf Item Type,category,t,f,,,,,0,
11930,Computer Storage Device,,Intranet Conf Item Type,category,t,f,,,,,0,
11932,Computer Video Device,,Intranet Conf Item Type,category,t,f,,,,,0,
11806,License,,Intranet Conf Item Type,category,t,f,,,,,0,
12004,Computer Driver,,Intranet Conf Item Type,category,t,f,,,,,0,
11802,Software,,Intranet Conf Item Type,category,t,f,,,,,0,
11852,Workstation,,Intranet Conf Item Type,category,t,f,,,,,0,
11858,Host,,Intranet Conf Item Type,category,t,f,,,,,0,
11800,Hardware,,Intranet Conf Item Type,category,t,f,,,,,0,
11912,Computer Lock,,Intranet Conf Item Type,category,t,f,,,,,0,
11862,Network Device,,Intranet Conf Item Type,category,t,f,,,,,0,
11860,Mainframe,,Intranet Conf Item Type,category,t,f,,,,,0,
11850,Personal Computer,,Intranet Conf Item Type,category,t,f,,,,,0,
11804,Process,,Intranet Conf Item Type,category,t,f,,,,,0,
11810,Service,,Intranet Conf Item Type,category,t,f,,,,,0,
23005,HTTP-Server,,Intranet Conf Item Type,category,t,f,,,,,0,
11812,Location,,Intranet Conf Item Type,category,t,f,,,,,0,
12204,Network,,Intranet Conf Item Type,category,t,f,,,,,0,
12306,Pound Process,,Intranet Conf Item Type,category,t,f,,,,,0,
3102,Inactive,,Intranet Cost Center Status,1,t,f,,,,,3102,
3101,Active,,Intranet Cost Center Status,1,t,f,,,,,3101,
3001,Cost Center,,Intranet Cost Center Type,1,t,f,,,,,3001,
3003,Investment Center,,Intranet Cost Center Type,1,t,f,,,,,3003,
3002,Profit Center,,Intranet Cost Center Type,1,t,f,,,,,3002,
3004,Subdepartment,Department without budget responsabilities,Intranet Cost Center Type,1,t,f,,,Department without budget responsabilities,,3004,
3808,Partially Paid,,Intranet Cost Status,category,t,f,,,,,3808,
3818,Rejected,,Intranet Cost Status,category,t,f,,,,,0,
3810,Paid,,Intranet Cost Status,category,t,f,,,,,3810,
3802,Created,,Intranet Cost Status,category,t,f,,,,,3802,
3806,Past Due,,Intranet Cost Status,category,t,f,,,,,3806,
3814,Filed,,Intranet Cost Status,category,t,f,,,,,3814,
3804,Outstanding,,Intranet Cost Status,category,t,f,,,,,3804,
3816,Requested,,Intranet Cost Status,category,t,f,,,,,0,
3812,Deleted,,Intranet Cost Status,category,t,f,,,,,3812,
900,template.en_US.odt,      ,Intranet Cost Template,category,t,f,,,      ,,900,
904,template.de_DE.odt,,Intranet Cost Template,category,t,f,,,,,0,
3736,Timesheet Hours,,Intranet Cost Type,category,t,f,,,,,0,
3706,Purchase Order,,Intranet Cost Type,category,t,f,,,,,3706,
3718,Timesheet Cost,,Intranet Cost Type,category,t,f,,,,,3718,
3702,Quote,,Intranet Cost Type,category,t,f,,,,,3702,
3708,Customer Documents,,Intranet Cost Type,category,t,f,,,,,3708,
3730,InterCo Invoice,,Intranet Cost Type,category,t,f,,,,,0,
3728,Expense Planned Cost,,Intranet Cost Type,category,t,f,,,,,0,
3732,InterCo Quote,,Intranet Cost Type,category,t,f,,,,,0,
3734,Provider Receipt,,Intranet Cost Type,category,t,f,,,,,0,
3710,Provider Documents,,Intranet Cost Type,category,t,f,,,,,3710,
3722,Expense Bundle,,Intranet Cost Type,category,t,f,,,,,3722,
3726,Timesheet Budget,,Intranet Cost Type,category,t,f,,,,,0,
3720,Expense Item,,Intranet Cost Type,category,t,f,,,,,3720,
3700,Customer Invoice,,Intranet Cost Type,category,t,f,,,,,3700,
3716,Repeating Cost,,Intranet Cost Type,category,t,f,,,,,3716,
3714,Employee Salary,,Intranet Cost Type,category,t,f,,,,,3714,
3724,Delivery Note,,Intranet Cost Type,category,t,f,,,,,3724,
3704,Provider Bill,,Intranet Cost Type,category,t,f,,,,,3704,
10229,login_auto,An automatic login,Intranet CRM Interaction,category,t,f,,,An automatic login,,10229,
10234,cross_track,The user views a page on a different server,Intranet CRM Interaction,category,t,f,,,The user views a page on a different server,,10234,
10228,login_login,A Successful login,Intranet CRM Interaction,category,t,f,,,A Successful login,,10228,
10233,static_first_page,Viewing the very first static page,Intranet CRM Interaction,category,t,f,,,Viewing the very first static page,,10233,
10231,login_apply,Application to become a member,Intranet CRM Interaction,category,t,f,,,Application to become a member,,10231,
10235,quick_feedback,"Result from filling out a ""quick-feedback"" form (with message!)",Intranet CRM Interaction,category,t,f,,,"Result from filling out a ""quick-feedback"" form (with message!)",,10235,
10232,static_view,View of a static page,Intranet CRM Interaction,category,t,f,,,View of a static page,,10232,
10236,sign_up,The user requests to be signed up into the mailing list,Intranet CRM Interaction,category,t,f,,,The user requests to be signed up into the mailing list,,10236,
10230,login_failed,A failed login (password?),Intranet CRM Interaction,category,t,f,,,A failed login (password?),,10230,
10227,login_attempt,"This interaction is logged when the users sees the email/password login screen, before he actually fills in his email/pwd",Intranet CRM Interaction,category,t,f,,,"This interaction is logged when the users sees the email/password login screen, before he actually fills in his email/pwd",,10227,
10014,Business Development,,Intranet Department,category,t,f,,,,,10014,
10019,Marketing,,Intranet Department,category,t,f,,,,,10019,
10021,Operations,,Intranet Department,category,t,f,,,,,10021,
10017,Internal IT Support,,Intranet Department,category,t,f,,,,,10017,
10018,Legal,,Intranet Department,category,t,f,,,,,10018,
10015,Client services,,Intranet Department,category,t,f,,,,,10015,
10013,Administration,,Intranet Department,category,t,f,,,,,10013,
10016,Finance,,Intranet Department,category,t,f,,,,,10016,
10022,Human Resources,,Intranet Department,category,t,f,,,,,10022,
10024,Senior Management,,Intranet Department,category,t,f,,,,,10024,
10020,Office management,,Intranet Department,category,t,f,,,,,10020,
10023,Sales,,Intranet Department,category,t,f,,,,,10023,
10007,value,,Intranet DynField Storage Type,category,t,f,,,,,10007,
10009,value_with_mime_type,,Intranet DynField Storage Type,category,t,f,,,,,10009,
10005,multimap,,Intranet DynField Storage Type,category,t,f,,,,,10005,
10001,time,,Intranet DynField Storage Type,category,t,f,,,,,10001,
10003,date,,Intranet DynField Storage Type,category,t,f,,,,,10003,
1400,ObjectList,,Intranet DynView Type,category,t,f,,,,,1400,
1405,ObjectView,,Intranet DynView Type,category,t,f,,,,,1405,
1415,Ajax,,Intranet DynView Type,category,t,f,,,,,0,
1410,Backup,,Intranet DynView Type,category,t,f,,,,,1410,
10097,Received Translation Test,,Intranet Employee Pipeline State,category,t,f,,,,,10097,
455,Past,,Intranet Employee Pipeline State,category,t,f,,,,,455,
10100,Deleted,,Intranet Employee Pipeline State,category,t,f,,,,,10100,
451,Received Test,,Intranet Employee Pipeline State,category,t,f,,,,,451,
453,Approved Test,,Intranet Employee Pipeline State,category,t,f,,,,,453,
452,Failed Test,,Intranet Employee Pipeline State,category,t,f,,,,,452,
10099,Aproved Translation Test,,Intranet Employee Pipeline State,category,t,f,,,,,10099,
10098,Failed Translation Test,,Intranet Employee Pipeline State,category,t,f,,,,,10098,
450,Potential,,Intranet Employee Pipeline State,category,t,f,,,,,450,
454,Active,,Intranet Employee Pipeline State,category,t,f,,,,,454,
4110,Company Visa 2,,Intranet Expense Payment Type,category,t,f,,,,,4110,
4105,Company Visa 1,,Intranet Expense Payment Type,category,t,f,,,,,4105,
4100,Cash,,Intranet Expense Payment Type,category,t,f,,,,,4100,
41115,PayPal tigerpond@tigerpond.com,,Intranet Expense Payment Type,category,t,f,,,,,41115,
4007,Airfare,,Intranet Expense Type,category,t,f,,,,,4007,
4011,Telephone,,Intranet Expense Type,category,t,f,,,,,4011,
4000,Meals,,Intranet Expense Type,category,t,f,,,,,4000,
4002,Tolls,,Intranet Expense Type,category,t,f,,,,,4002,
4008,Train,,Intranet Expense Type,category,t,f,,,,,4008,
4009,Copies,,Intranet Expense Type,category,t,f,,,,,4009,
4010,Office Material,,Intranet Expense Type,category,t,f,,,,,4010,
4006,Hotel,,Intranet Expense Type,category,t,f,,,,,4006,
4005,Taxi,,Intranet Expense Type,category,t,f,,,,,4005,
4004,Parking,,Intranet Expense Type,category,t,f,,,,,4004,
4001,Fuel,,Intranet Expense Type,category,t,f,,,,,4001,
4003,Km own car,,Intranet Expense Type,category,t,f,,,,,4003,
4012,Other,,Intranet Expense Type,category,t,f,,,,,4012,
2420,upload,im_task_actions.action_type_id for uploads,Intranet File Action Type,category,t,f,,,im_task_actions.action_type_id for uploads,,2420,
2421,download,,Intranet File Action Type,category,t,f,,,,,2421,
9701,As late as possible,,Intranet Gantt Task Scheduling Type,category,t,f,1,,,,0,
9702,Must start on,,Intranet Gantt Task Scheduling Type,category,t,f,2,,,,0,
9706,Finish no earlier than,,Intranet Gantt Task Scheduling Type,category,t,f,6,,,,0,
9704,Start no earlier than,,Intranet Gantt Task Scheduling Type,category,t,f,4,,,,0,
9707,Finish no later than,,Intranet Gantt Task Scheduling Type,category,t,f,7,,,,0,
9705,Start no later than,,Intranet Gantt Task Scheduling Type,category,t,f,5,,,,0,
9700,As soon as possible,,Intranet Gantt Task Scheduling Type,category,t,f,0,,,,0,
9703,Must finish on,,Intranet Gantt Task Scheduling Type,category,t,f,3,,,,0,
122,Web Site,,Intranet Hiring Source,category,t,f,,,,,122,
121,Personal Contact,,Intranet Hiring Source,category,t,f,,,,,121,
15210,Project Management,,Intranet Indicator Section,category,t,f,,,,,0,
15256,Absences,,Intranet Indicator Section,category,t,f,,,,,0,
15205,Customer Management,,Intranet Indicator Section,category,t,f,,,,,0,
15200,Financial Management,,Intranet Indicator Section,category,t,f,,,,,0,
15265,Conf Items,,Intranet Indicator Section,category,t,f,,,,,0,
15255,Helpdesk,,Intranet Indicator Section,category,t,f,,,,,0,
15245,System Usage,,Intranet Indicator Section,category,t,f,,,,,0,
15230,Knowledge Management,,Intranet Indicator Section,category,t,f,,,,,0,
15220,Translation Provider Management,,Intranet Indicator Section,category,t,f,,,,,0,
15215,Timesheet Management,,Intranet Indicator Section,category,t,f,,,,,0,
15240,Other,,Intranet Indicator Section,category,t,f,,,,,0,
15225,Translation Project Management,,Intranet Indicator Section,category,t,f,,,,,0,
15235,Human Resources Management,,Intranet Indicator Section,category,t,f,,,,,0,
3505,Amortized,No remaining book value,Intranet Investment Status,category,t,f,,,No remaining book value,,3505,
3501,Active,Currently being amortized,Intranet Investment Status,category,t,f,,,Currently being amortized,,3501,
3503,Deleted,Deleted - was an error,Intranet Investment Status,category,t,f,,,Deleted - was an error,,3503,
3401,Other,,Intranet Investment Type,category,t,f,,,,,3401,
3407,Office Furniture,,Intranet Investment Type,category,t,f,,,,,3407,
3403,Computer Hardware,,Intranet Investment Type,category,t,f,,,,,3403,
3405,Computer Software,,Intranet Investment Type,category,t,f,,,,,3405,
11600,Dummy Canned Note,,Intranet Invoice Canned Note,category,t,f,,,Message text for Dummy Canned Note,,0,
802,Cash,Cash or cash equivalent,Intranet Invoice Payment Method,category,t,f,,,Cash or cash equivalent,,802,
800,Undefined,Not defined yet,Intranet Invoice Payment Method,category,t,f,,,Not defined yet,,800,
804,Cheque EUR,Check in EUR payable to company,Intranet Invoice Payment Method,category,t,f,,,Check in EUR payable to company,,804,
806,Cheque USD,Check in US$ payable to company,Intranet Invoice Payment Method,category,t,f,,,Check in US$ payable to company,,806,
808,ABC-Bank EUR,"ABC Bank,<br> #  # ABC Street 123,<br> #  # 12345 Banksville<br> #  # IBAN: 0123-1234-56-7890123456<br>",Intranet Invoice Payment Method,category,t,f,,,,,808,
810,Caja Ahorros EUR,"Caja de Ahorros ABC,<br> #  # ABC Street 123,<br> #  # 12345 Banksville,<br> #  # IBAN: 0123-1234-56-7890123456",Intranet Invoice Payment Method,category,t,f,,,,,810,
10132,Filed,,Intranet Invoice Status,category,t,f,,,,,10132,
10128,Past Due,Set when an outstanding invoice gets past due,Intranet Invoice Status,category,t,f,,,Set when an outstanding invoice gets past due,,10128,
10124,Created,Set after the successful creation,Intranet Invoice Status,category,t,f,,,Set after the successful creation,,10124,
10129,Partially Paid,,Intranet Invoice Status,category,t,f,,,,,10129,
10127,Outstanding,Set after sending the invoice to the client,Intranet Invoice Status,category,t,f,,,Set after sending the invoice to the client,,10127,
10130,Paid,,Intranet Invoice Status,category,t,f,,,,,10130,
10131,Deleted,,Intranet Invoice Status,category,t,f,,,,,10131,
10123,In Process,Needs pruning periodically.,Intranet Invoice Status,category,t,f,,,Needs pruning periodically.,,10123,
10133,Normal,,Intranet Invoice Type,category,t,f,,,,,10133,
153,Project Manager Jr.,,Intranet Job Title,category,t,f,,,,,153,
155,Freelance,,Intranet Job Title,category,t,f,,,,,155,
156,Managing Director,,Intranet Job Title,category,t,f,,,,,156,
152,Linguistic Staff Sr.,,Intranet Job Title,category,t,f,,,,,152,
154,Project Manager Sr.,,Intranet Job Title,category,t,f,,,,,154,
151,Linguistic Staff Jr.,,Intranet Job Title,category,t,f,,,,,151,
9100,Active,,Intranet Material Status,category,t,f,,,,,9100,
9102,Inactive,,Intranet Material Status,category,t,f,,,,,9102,
9006,Consulting & Rollout,      ,Intranet Material Type,category,t,f,,,      ,,9006,
9002,Maintenance,      ,Intranet Material Type,category,t,f,,,      ,,9002,
9012,Generic PM,      ,Intranet Material Type,category,t,f,,,      ,,9012,
9010,Web Site Development,       #  #       ,Intranet Material Type,category,t,f,,,       #  #       ,,9010,
9000,Other,      ,Intranet Material Type,category,t,f,,,      ,,9000,
9014,Translation,,Intranet Material Type,category,t,f,,,,,0,
9004,Licenses,,Intranet Material Type,category,t,f,,,,,9004,
9008,Software Development,       #  #        #  #       ,Intranet Material Type,category,t,f,,,       #  #        #  #       ,,9008,
11402,Deleted,,Intranet Notes Status,category,t,f,,,,,0,
11400,Active,,Intranet Notes Status,category,t,f,,,,,0,
11504,Http,,Intranet Notes Type,category,t,f,,,,,0,
11502,Email,,Intranet Notes Type,category,t,f,,,,,0,
11500,Address,,Intranet Notes Type,category,t,f,,,,,0,
11510,Fax,,Intranet Notes Type,category,t,f,,,,,0,
11514,Other,,Intranet Notes Type,category,t,f,,,,,0,
11512,Mobile,,Intranet Notes Type,category,t,f,,,,,0,
11508,Phone,,Intranet Notes Type,category,t,f,,,,,0,
11506,Ftp,,Intranet Notes Type,category,t,f,,,,,0,
160,Active,,Intranet Office Status,category,t,f,,,,,160,
