project_id;project_name;project_nr;project_path;parent_id;tree_sortkey;max_child_sortkey;company_id;project_type_id;project_status_id;description;billing_type_id;note;project_lead_id;supervisor_id;requires_report_p;project_budget;project_risk;corporate_sponsor;team_size;percent_completed;on_track_status_id;project_budget_hours;cost_quotes_cache;cost_invoices_cache;cost_timesheet_planned_cache;cost_purchase_orders_cache;cost_bills_cache;cost_timesheet_logged_cache;end_date;start_date;template_p;sort_order;reported_hours_cache;cost_expense_planned_cache;cost_expense_logged_cache;confirm_date;cost_delivery_notes_cache;cost_cache_dirty;milestone_p;release_item_p;presales_probability;presales_value;reported_days_cache;program_id;project_cost_center_id;project_calendar;company_project_nr;company_contact_id;presales_value_currency;opportunity_priority_id;opportunity_sales_stage_id;opportunity_campaign_id;score_revenue;score_strategic;score_finance_npv;score_customers;score_finance_cost;cost_bills_planned;cost_expenses_planned;score_risk;score_capabilities;score_finance_roi;project_bucket;project_maingoal;project_subgoal;project_businessgoal;project_initiative;project_plannedenddate;project_perofplannedcompletion;project_plannedstartdate;projet_plannedenddate;proj_businessgoal;prj_businessgoal;project_members;project_board_id;project_userwise_board;project_bring_nextday;project_bring_sameboard;project_newboard_everytime;project_board2_id;project_userwise_board2;project_bring_sameboard2;project_newboard2_everytime;project_newboard2_always;project_report_weekly;backlog_practice;score_gain;score_loss;score_delivery;score_operations;score_why;project_theme;project_class;project_vertical;java_services;net_services;collection_link;training_link;collection_name;training_name;training_doc;testing_richtext;template_category;d_type;d_option;d_filter;d_id;t_type;t_option;t_filter;t_id;risktype;riskimpact;riskprobability
76740;Forgot password;task_76740;task_76740;72107;1000000000000001000111011001001100000111;;8720;100;76;;;;;;t;;;;;100;;;0.00;0.00;0.00;0.00;0.00;1280.00;2018-11-30 00:00:00-06;2018-11-01 00:00:00-05;f;19;58;0.00;0.00;;0.00;;f;;;;7.27;;57701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046321;10046318;10046344;;;;;;;;;;;;;;;;;;;;
76908;CMS 134;task_76908;task_76908;77392;100000000000000100101110110111110001101000010000;;8720;100;76;;;;;;t;;;;;10;;;0.00;0.00;0.00;0.00;0.00;220.00;2018-11-30 00:00:00-06;2018-09-05 00:00:00-05;f;19;11;0.00;0.00;;0.00;;f;;;;1.40;;57701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046321;10046315;10046346;;;;;;;;;;;;;;;;;;;;
77004;CRS - Data Mapping tool;task_77004;task_77004;58446;1000000000000000111010000011011000010000;00000000;8720;100;88395;;;;;;t;;;;;80;;;0.00;0.00;0.00;0.00;0.00;1145.00;2019-01-30 00:00:00-06;2018-08-01 00:00:00-05;f;19;57.25;0.00;0.00;;0.00;;f;;;;7.17;;57703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046323;10046314;10046337;;;;;;;;;;;;;;;;;;;;
77482;PER - Patient Reminder Report;task_77482;task_77482;77480;100000000000000100100010011010000000100000000001;;8720;100;88394;;;;;;t;;;;;95;;;0.00;0.00;0.00;0.00;0.00;60.00;2018-07-27 00:00:00-05;2018-07-23 00:00:00-05;f;19;3;0.00;0.00;;0.00;;f;;;;0.38;;57703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
77484;QAutomation: Medicaid website data scrape script;task_77484;task_77484;77336;100000000000000011101000100000100000110100010010;;8720;100;81;;;;;;t;;;;;100;;;;;;;;;2018-11-16 00:00:00-06;2018-11-01 00:00:00-05;f;19;;0.00;0.00;;0.00;;t;;;;0.00;;57703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046314;10046340;;;;;;;;;;;;;;;;;;;;
81256;Dragon Mic Delay issue;task_81256;task_81256;67210;1000000000000001000010100111001000010010;;8720;100;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;180.00;2018-11-13 00:00:00-06;2018-11-13 00:00:00-06;f;19;9;0.00;0.00;;0.00;;f;;;;1.13;;57701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
85128;Liquid link for both sides of cards;task_85128;task_85128;85082;1000000000000001010100000100001000010010;;8720;100;88399;;;;;;t;;;;;0;;;;;;;;;2019-12-31 00:00:00-06;2019-04-01 00:00:00-05;f;19;;0.00;0.00;;0.00;;;;;;0.00;;57701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046321;10046314;10046333;;;;;;;;;;;;;;;;;;;;
86316;Clinical Workflows;task_72943;task_72943_86237;86215;1000000000000001010101001010111100001111;00000000;8720;100;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;0.00;2019-03-30 00:00:00-05;2018-12-31 00:00:00-06;f;19;;0.00;0.00;;0.00;;f;;;;;;57705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
90494;CAS-26270-S8K8V7 -  Eastside Gynecology & Obstetrics - PT 205197When the export to collections report is generated it is sending all the patients with the total balance instead of just the guarantor.;task_90494;task_90494;77460;100000000000000100010111101000000000011000000011;;8720;100;88395;;;;;;t;;;;;18.8;;;0.00;0.00;0.00;0.00;0.00;15.00;2018-11-28 00:00:00-06;2018-11-27 00:00:00-06;f;19;0.75;0.00;0.00;;0.00;;f;;;;0.09;;57703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
100575;Infrastructure Setup;task_100575;task_100575;100574;10000000000000011000110001001110000000000000000000000000;01110000;8720;100;76;;;;;;t;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;2019-03-05 23:59:59-06;2018-12-21 00:00:00-06;f;19;;0.00;0.00;;0.00;;t;;;;;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
118257;Coast Neuro: Insurance ID and Prior # search change;task_118257;task_118257;64109;1000000000000000111111100101010100001010;;8720;100;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;83.00;2019-01-08 23:59:59-06;2019-01-08 00:00:00-06;f;19;4.15;0.00;0.00;;0.00;;f;;;;0.52;;57703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
125078;MyFeeds > Post ;task_125078;task_125078;70832;100000000000000100011000011101000000000100000101;;8720;100;76;;;;;;t;;;;;100;;;0.00;0.00;0.00;0.00;0.00;40.00;2019-01-22 23:59:59-06;2019-01-22 00:00:00-06;f;19;2;0.00;0.00;;0.00;;f;;;;0.25;;57705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
130018;Active directory User configuration with Jenkins;task_130018;task_130018;130017;100000000000000111111111101001010000001000000000;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-01-30 23:59:59-06;2019-01-30 00:00:00-06;f;19;;0.00;0.00;;0.00;;;;;;0.00;;57705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046321;10046314;10046335;;;;;;;;;;;;;;;;;;;;
130505;Provider App iOS ;task_130505;task_130505;130198;1000000000000010000000000111111000000101;00010111;8720;100;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;19697.00;2019-05-30 23:59:59-05;2019-01-30 00:00:00-06;f;19;984.85;0.00;0.00;;0.00;;f;;;;121.33;;57705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046321;10046314;10046335;;;;;;;;;;;;;;;;;;;;
133189;Practice Configuration;task_133189;task_133189;133111;1000000000000010000010111101111100001101;00000101;8720;100;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;0.00;2019-02-18 00:00:00-06;2019-02-04 00:00:00-06;f;19;;0.00;0.00;;0.00;;;;;;;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046319;10046343;;;;;;;;;;;;;;;;;;;;
133315;Orders and Results;task_133315;task_133315;133307;100000000000000111111111011001000000001100000010;00000000;8720;100;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;0.00;2019-02-05 23:59:59-06;2019-02-05 00:00:00-06;f;19;;0.00;0.00;;0.00;;f;;;;;;57705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046314;10046329;;;;;;;;;;;;;;;;;;;;
134266;"[S#32;SR#8] Option to edit close date/tray/ pay type when entered incorrect due to which we have to void the claims and re-enter";task_134266;task_134266;134206;100000000000001000001111100111000000001100000111;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-06 23:59:59-06;2018-07-28 00:00:00-05;f;19;;0.00;0.00;;0.00;;;;;;0.00;;57703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046327;10046333;;;;;;;;;;;;;;;;;;;;
136620;Mindy/PBMI will coordinate posting of shared EOBs;task_133333;task_133333;136613;100000000000001000011001000011010000010100000100000000000000000100000001000000000000000000000010;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-06 00:00:00-06;2019-02-05 00:00:00-06;f;19;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
137049;Site/Submitter Registration Form:  Must be completed for each practice.  This identifies who the customer is.  The trigger vendor ID is gloComplete.  Info at top of form is used to contact us for incomplete form information.  Alpha II documentation describes each field on this registration form.;task_133463;task_133463;137021;10000000000000100001101100000011000000000000011100000011;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-07 00:00:00-06;2019-02-06 00:00:00-06;f;19;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
139980;Stakeholder reviews;task_0061;task_0061;139974;100000000000001000100110011101010000000000000000000000000000010000000001;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;19;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
143076;Stakeholder reviews;task_0061;task_0061;143070;100000000000001000110010100011100000000000000000000000000000010000000001;00000000;8720;100;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;0.00;2019-02-14 23:59:59-06;2019-02-13 08:00:00-06;f;19;;0.00;0.00;;0.00;;f;;;;;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
151234;Stakeholder reviews;task_0061;task_0061_151224;151224;100000000000001001010010011111010000000000000000000000000000000000000001;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-14 23:59:59-06;2019-02-13 08:00:00-06;f;19;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
151340;Designate Practice Champions and Contacts with Practice (1);task_0029;task_0029;151313;10000000000000100101001011010011000000000000000100001000;00000001;8720;100;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;0.00;2019-02-22 17:00:00-06;2019-02-22 08:00:00-06;f;19;;0.00;0.00;;0.00;;f;;;;;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
152210;Assign High Level Responsibilities and Timelines From Practice;task_151337;task_151337;152186;10000000000000100101011000111100000000000000000100000111;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-22 17:00:00-06;2019-02-22 08:00:00-06;f;19;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
153691;Assign High Level Responsibilities and Timelines From Practice;task_151337;task_151337;153667;10000000000000100101110000000101000000000000000100000111;00000000;8720;100;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;0.00;2019-02-22 17:00:00-06;2019-02-22 08:00:00-06;f;19;;0.00;0.00;;0.00;;f;;;;;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
155920;Designate Practice Champions and Contacts with Practice (1);task_0029;task_0029_155895;155895;10000000000000100110001100000111000000000000011000000011;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-22 17:00:00-06;2019-02-22 08:00:00-06;f;19;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
156014;Designate Practice Champions and Contacts with Practice (1);task_0029;task_0029_155977;155977;10000000000000100110010000001110000000010000000000000100;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-22 17:00:00-06;2019-02-22 08:00:00-06;f;19;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
157413;Assign High Level Responsibilities and Timelines From Practice;task_151337;task_151337_157392;157392;10000000000000100110100011011100000000000000010000000100;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-22 17:00:00-06;2019-02-22 08:00:00-06;f;19;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
157916;Assign High Level Responsibilities and Timelines From Practice;task_152210;task_152210;157892;10000000000000100110110010000110000000000000000100000111;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-03-01 17:00:00-06;2019-02-26 08:00:00-06;f;19;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
160110;Designate Practice Champions and Contacts with Practice (1);task_152213;task_152213_160088;160088;10000000000000100111001000101110000000000000010000000011;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-03-01 17:00:00-06;2019-02-26 08:00:00-06;f;19;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046333;;;;;;;;;;;;;;;;;;;;
181030;Designate Practice Champions and Contacts with Practice;task_152237;task_152237_181005;181005;10000000000000101100011011010110000000000000000000000011;;8720;100;76;;;;;;t;;;;;;;;0.00;0.00;0.00;0.00;0.00;10.00;2019-03-09 00:00:00-06;2019-03-01 00:00:00-06;f;19;0.5;0.00;0.00;;0.00;;f;;;;0.06;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
185432;Designate Practice Champions and Contacts with Practice;task_152237;task_152237_185398;185398;10000000000000101101100000001000000000000000000000000011;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-03-04 00:00:00-06;2019-03-04 00:00:00-06;f;19;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
188440;Review of Key policies –;task_188440;task_188440;188386;100000000000001011100011101111100000000000000010;00001010;8720;2501;76;;;;;;t;;;;;0;;;;;;;;;2019-03-15 13:30:00-05;2019-02-11 00:00:00-06;f;19;;0.00;0.00;;0.00;;t;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046317;10046330;;;;;;;;;;;;;;;;;;;;
189004;Parse al missing sement of 835 file;task_189004;task_189004;139633;10000000000000010001100011000000000111000000000000001001;;8720;100;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;196.00;2019-03-19 00:00:00-05;2019-03-15 00:00:00-05;f;19;9.8;0.00;0.00;;0.00;;f;;;;1.23;;57703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046314;10046338;;;;;;;;;;;;;;;;;;;;
189886;Designate Practice Champions and Contacts with Practice;task_152237;task_152237_189860;189860;10000000000000101110100101100000000000000000000100000011;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-03-09 00:00:00-06;2019-03-01 00:00:00-06;f;19;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
191137;Designate Practice Champions and Contacts with Practice;task_152237;task_152237_191113;191113;10000000000000101110110001101011000000000000001000000011;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-03-09 00:00:00-06;2019-03-01 00:00:00-06;f;19;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
191845;Assign High Level Responsibilities and Timelines From Practice -  -(191522);task_152234;task_152234_191827;191827;10000000000000101111000000001010000000000000001000000010;;8720;100;88395;;;;;;t;;;;;100;;;;;;;;;2019-03-09 00:00:00-06;2019-03-01 00:00:00-06;f;19;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
198187;Notification;task_198187;task_198187;198168;100000000000001100001001110110000000000000000111;00000010;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-03-22 23:59:59-05;2019-03-22 00:00:00-05;f;19;;0.00;0.00;;0.00;;;;;;0.00;;57701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046321;10046318;10046341;;;;;;;;;;;;;;;;;;;;
201296; Google K8 : Configurations;task_201296;task_201296;130176;100000000000001000000000001101000000100000000010;;8720;100;88398;;;;;;t;;;;;100;;;0.00;0.00;0.00;0.00;0.00;1089.00;2019-03-29 00:00:00-05;2019-03-29 00:00:00-05;f;19;54.45;0.00;0.00;;0.00;;t;;;;6.83;;57705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046321;10046314;10046335;;;;;;;;;;;;;;;;;;;;
213804;Q1 - Creating visualizations in angular application practice, provider, patient and etc;task_213804;task_213804;138991;100000000000001000100001110000000001011000010000;;8720;100;88395;;;;;;t;;;;;100;;;;;;;;;2019-01-07 00:00:00-06;2019-01-07 00:00:00-06;f;19;;0.00;0.00;;0.00;;t;;;;0.00;;57703;;;;;84001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
215597;Training;task_215597;task_215597;216154;100000000000001100010000110100110001000100000100;00000010;8720;100;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;0.00;2019-04-26 00:00:00-05;2019-04-22 00:00:00-05;f;19;;0.00;0.00;;0.00;;t;;;;;;57703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215853;Training;task_215597;task_215597_215812;216004;100000000000001101001110111011000000010100000001;00000100;8720;100;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;0.00;2019-06-06 23:00:00-05;2019-06-06 23:00:00-05;f;19;;0.00;0.00;;0.00;;t;;;;;;57703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216300; Training;task_215597;task_215597_216269;216269;100000000000001101010000101011100000000000000001;;8720;100;88398;;;;;;t;;;;;100;;;0.00;0.00;0.00;0.00;0.00;40.00;2019-04-26 00:00:00-05;2019-04-22 00:00:00-05;f;19;2;0.00;0.00;;0.00;;t;;;;;;57703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216457;Training;task_215597;task_215597_216420;216420;100000000000001101010001010001000000000000000001;00000000;8720;100;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;0.00;2019-05-12 00:00:00-05;2019-05-07 00:00:00-05;f;19;;0.00;0.00;;0.00;;t;;;;;;57703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217032;RxSniffer changes;task_217032;task_217032;84994;1000000000000001010011111110101000001000;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-07-27 00:00:00-05;2019-06-27 00:00:00-05;f;19;;0.00;0.00;;0.00;;t;;;;0.00;;57701;;;;;;;;;0;;;;;;720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;600;120;;10046321;10046315;10046346;;;;;;;;;;;;;;;;;;;;
217979;Designate Practice Champions and Contacts with Practice;task_152237;task_152237_217956;217956;10000000000000110101010111010101000000000000001100000010;00000000;8720;100;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;0.00;2019-06-04 00:58:58-05;2019-04-16 01:00:00-05;f;19;;0.00;0.00;;0.00;;f;;;;;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
218425;Designate Practice Champions and Contacts with Practice;task_152237;task_152237_218410;218410;10000000000000110101100010110110000000000000000100000100;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;;;f;19;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
218898;Designate Practice Champions and Contacts with Practice;task_152237;task_152237_218877;218877;10000000000000110101100010110110000000010000001100000010;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-06-04 00:58:58-05;2019-04-16 01:00:00-05;f;19;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
219668;Designate Practice Champions and Contacts with Practice;task_152237;task_152237_219647;219647;10000000000000110101110010000101000000000000001100000010;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-06-04 00:58:58-05;2019-04-16 01:00:00-05;f;19;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
220552;Designate Practice Champions and Contacts with Practice;task_152237;task_152237_220531;220531;10000000000000110101111111111001000000000000001100000010;00000000;8720;100;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;0.00;2019-04-23 00:00:00-05;2019-04-19 00:00:00-05;f;19;;0.00;0.00;;0.00;;f;;;;;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
221239;Designate Practice Champions and Contacts with Practice;task_152237;task_152237_221227;221227;10000000000000110110001100111011000000000000001100000010;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-04-23 00:58:58-05;2019-04-19 01:00:00-05;f;19;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
223767;Orders and Results;task_133315;task_133315_223743;223743;100000000000001101101100011100010001010100000011;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-05 23:59:59-06;2019-02-05 00:00:00-06;f;19;;0.00;0.00;;0.00;;;;;;0.00;;57705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046314;10046329;;;;;;;;;;;;;;;;;;;;
224592;Designate Practice Champions and Contacts with Practice;task_152237;task_152237_224567;224567;10000000000000110110111110101010000000000000010000000010;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-03-09 17:00:00-06;2019-03-01 08:00:00-06;f;19;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
224822;Designate Practice Champions and Contacts with Practice;task_152237;task_152237_224802;224802;10000000000000110110111111101010000000010000010000000010;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-03-09 17:00:00-06;2019-03-01 08:00:00-06;f;19;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
230979;Training;task_215597;task_215597_230903;230903;100000000000001110001001110110110000000000000100;;8720;100;88395;;;;;;t;;;;;0;;;;;;;;;2019-04-15 00:00:00-05;2019-04-15 00:00:00-05;f;19;;0.00;0.00;;0.00;;t;;;;0.00;;57703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231498;Discussion on Third Party Email Communication. Response to Email and Discussion on Insurance Data.;task_231498;task_231498;212214;100000000000001100110000000001010000010100000010;;8720;100;76;;;;;;t;;;;;100;;;;;;;;;2019-04-30 00:00:00-05;2019-04-30 00:00:00-05;f;19;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231755;Training;task_215597;task_215597_231731;231731;100000000000001110001101000101110000000000000001;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-04-15 00:00:00-05;2019-04-15 00:00:00-05;f;19;;0.00;0.00;;0.00;;t;;;;0.00;;57703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231874;Training;task_215597;task_215597_231821;231821;100000000000001110001101011100000000000000000010;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-04-15 00:00:00-05;2019-04-15 00:00:00-05;f;19;;0.00;0.00;;0.00;;t;;;;0.00;;57703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
